epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,80.1177,0.53994,0.48024,0.92033,0.315,0.33333,0.32657,0.30681,0.36645,0.68673,0.83415,0.008515,0.008515,0.008515
17,84.8399,0.5215,0.44976,0.89896,0.31693,0.33333,0.32937,0.30707,0.37127,0.52817,0.83271,0.008416,0.008416,0.008416
18,89.4982,0.53284,0.44841,0.92226,0.30629,0.33333,0.32868,0.30837,0.37939,0.45226,0.83474,0.008317,0.008317,0.008317
19,94.1357,0.52259,0.48469,0.92591,0.32096,0.33333,0.32888,0.30793,0.37616,0.39502,0.82493,0.008218,0.008218,0.008218
20,98.897,0.5359,0.48098,0.92106,0.31917,0.33333,0.32838,0.31147,0.35358,0.34983,0.82206,0.008119,0.008119,0.008119
21,103.593,0.53101,0.47787,0.92304,0.31917,0.33333,0.32651,0.31198,0.33576,0.34812,0.8224,0.00802,0.00802,0.00802
22,108.414,0.51143,0.43398,0.90622,0.319,0.33333,0.32913,0.31847,0.30533,0.33735,0.81752,0.007921,0.007921,0.007921
23,113.08,0.48991,0.43678,0.89846,0.31926,0.33333,0.32746,0.31715,0.31165,0.35083,0.81894,0.007822,0.007822,0.007822
24,117.802,0.4873,0.42701,0.90186,0.31922,0.33333,0.32127,0.30451,0.34108,0.31988,0.82787,0.007723,0.007723,0.007723
25,122.453,0.49943,0.46497,0.91141,0.31933,0.33333,0.3256,0.31573,0.30865,0.32572,0.81591,0.007624,0.007624,0.007624
26,127.172,0.47594,0.40177,0.89603,0.32136,0.33333,0.32874,0.3211,0.28908,0.35515,0.81076,0.007525,0.007525,0.007525
27,131.933,0.50383,0.40757,0.90385,0.31905,0.33333,0.33014,0.31873,0.30267,0.32126,0.81444,0.007426,0.007426,0.007426
28,136.621,0.4732,0.36726,0.89657,0.31901,0.33333,0.32596,0.31481,0.28079,0.31744,0.81104,0.007327,0.007327,0.007327
29,141.243,0.47311,0.42129,0.8962,0.31878,0.33333,0.32858,0.31977,0.26609,0.29949,0.80722,0.007228,0.007228,0.007228
30,145.991,0.49516,0.43721,0.91083,0.31864,0.33333,0.32903,0.31885,0.28463,0.31111,0.81217,0.007129,0.007129,0.007129
31,150.706,0.48854,0.3932,0.90702,0.31902,0.33333,0.33082,0.3159,0.3173,0.30569,0.81892,0.00703,0.00703,0.00703
32,155.295,0.50568,0.40607,0.90886,0.32089,0.33333,0.33155,0.32005,0.33508,0.35552,0.82243,0.006931,0.006931,0.006931
33,159.917,0.50618,0.43174,0.90067,0.322,0.33333,0.33077,0.31338,0.3873,0.35005,0.83495,0.006832,0.006832,0.006832
34,164.581,0.48653,0.41831,0.89669,0.32188,0.33333,0.32946,0.31135,0.33738,0.30533,0.82315,0.006733,0.006733,0.006733
35,169.228,0.49966,0.45267,0.91831,0.32166,0.33333,0.32826,0.31695,0.31809,0.35874,0.8161,0.006634,0.006634,0.006634
36,173.938,0.47745,0.40326,0.91054,0.32076,0.33333,0.32781,0.31129,0.31218,0.36398,0.81728,0.006535,0.006535,0.006535
37,178.706,0.47527,0.39534,0.90517,0.3191,0.33333,0.32789,0.30862,0.36349,0.32295,0.83091,0.006436,0.006436,0.006436
38,183.441,0.4785,0.4335,0.8869,0.31904,0.33333,0.32797,0.31919,0.28159,0.32035,0.81626,0.006337,0.006337,0.006337
39,188.434,0.46025,0.38385,0.8926,0.31934,0.33333,0.33061,0.31952,0.29589,0.30264,0.81262,0.006238,0.006238,0.006238
40,193.264,0.46468,0.40592,0.89648,0.3193,0.33333,0.32748,0.32272,0.27512,0.2949,0.8132,0.006139,0.006139,0.006139
41,198.034,0.45484,0.39123,0.88851,0.31912,0.33333,0.32683,0.31951,0.29505,0.30698,0.81257,0.00604,0.00604,0.00604
42,202.723,0.48762,0.41892,0.8927,0.31926,0.33333,0.32863,0.31821,0.29115,0.29906,0.81449,0.005941,0.005941,0.005941
43,207.444,0.46352,0.40572,0.89328,0.3211,0.33333,0.32845,0.31894,0.26754,0.30454,0.80911,0.005842,0.005842,0.005842
44,212.456,0.45766,0.37069,0.89071,0.32106,0.33333,0.3289,0.31787,0.30492,0.30337,0.81491,0.005743,0.005743,0.005743
45,217.783,0.47463,0.4042,0.90007,0.31936,0.33333,0.32866,0.31746,0.29379,0.29638,0.81216,0.005644,0.005644,0.005644
46,223.503,0.44783,0.37497,0.88733,0.3194,0.33333,0.32699,0.31525,0.28713,0.28591,0.81157,0.005545,0.005545,0.005545
47,228.874,0.45222,0.40545,0.8997,0.32072,0.33333,0.32555,0.31561,0.29674,0.2868,0.81762,0.005446,0.005446,0.005446
48,234.231,0.4069,0.36947,0.87921,0.32006,0.33333,0.3284,0.31922,0.2734,0.27097,0.80928,0.005347,0.005347,0.005347
49,239.973,0.42588,0.37264,0.88721,0.32035,0.33333,0.32602,0.31804,0.30534,0.28495,0.81465,0.005248,0.005248,0.005248
50,245.174,0.43946,0.35457,0.89853,0.3192,0.33333,0.32353,0.31544,0.29033,0.28763,0.81077,0.005149,0.005149,0.005149
51,250.897,0.42366,0.36635,0.87688,0.3215,0.33333,0.32856,0.3223,0.27201,0.28357,0.80832,0.00505,0.00505,0.00505
52,256.651,0.42391,0.38039,0.89364,0.32186,0.33333,0.33006,0.32437,0.275,0.26417,0.81029,0.004951,0.004951,0.004951
53,262.046,0.40619,0.36295,0.89224,0.32183,0.33333,0.32922,0.31852,0.28851,0.28112,0.81117,0.004852,0.004852,0.004852
54,267.827,0.43352,0.396,0.89179,0.32196,0.33333,0.32749,0.32047,0.27344,0.25388,0.81155,0.004753,0.004753,0.004753
55,273.602,0.44527,0.39185,0.89096,0.32171,0.33333,0.3307,0.32151,0.28327,0.26547,0.81092,0.004654,0.004654,0.004654
56,279.117,0.44474,0.37106,0.89197,0.32136,0.33333,0.3292,0.32256,0.27296,0.27103,0.80669,0.004555,0.004555,0.004555
57,284.52,0.41748,0.39923,0.88435,0.32144,0.33333,0.32858,0.32382,0.24036,0.24064,0.80353,0.004456,0.004456,0.004456
58,290.05,0.43687,0.3895,0.89738,0.3192,0.33333,0.32839,0.31932,0.28816,0.29267,0.81425,0.004357,0.004357,0.004357
59,295.373,0.40321,0.36388,0.87746,0.31944,0.33333,0.33007,0.32275,0.26404,0.26174,0.80465,0.004258,0.004258,0.004258
60,301.044,0.40763,0.36107,0.87488,0.31952,0.33333,0.32903,0.31503,0.30941,0.29872,0.81009,0.004159,0.004159,0.004159
61,306.622,0.40973,0.34661,0.88106,0.31937,0.33333,0.32913,0.32458,0.24027,0.25049,0.80243,0.00406,0.00406,0.00406
62,311.928,0.39557,0.35931,0.88336,0.31932,0.33333,0.33011,0.32561,0.25024,0.25027,0.80454,0.003961,0.003961,0.003961
63,317.404,0.40771,0.36145,0.8892,0.31944,0.33333,0.3254,0.31269,0.29285,0.26731,0.80838,0.003862,0.003862,0.003862
64,322.796,0.39004,0.33862,0.87604,0.31932,0.33333,0.32446,0.31668,0.27132,0.26221,0.80775,0.003763,0.003763,0.003763
65,328.191,0.40884,0.36317,0.88829,0.31921,0.33333,0.32389,0.31823,0.2644,0.26159,0.80753,0.003664,0.003664,0.003664
66,333.755,0.40134,0.34788,0.87526,0.31926,0.33333,0.33132,0.32424,0.24804,0.25654,0.80431,0.003565,0.003565,0.003565
67,339.234,0.37993,0.34079,0.87694,0.31883,0.33333,0.33082,0.32083,0.27556,0.36467,0.80948,0.003466,0.003466,0.003466
68,344.632,0.40955,0.34389,0.87824,0.31944,0.33333,0.33105,0.32269,0.28391,0.26822,0.80901,0.003367,0.003367,0.003367
69,350.088,0.38035,0.37497,0.87316,0.32054,0.33333,0.33058,0.32575,0.23856,0.25191,0.80237,0.003268,0.003268,0.003268
70,355.444,0.40915,0.33367,0.89328,0.32056,0.33333,0.33002,0.32396,0.2564,0.24832,0.80477,0.003169,0.003169,0.003169
71,360.831,0.39968,0.33291,0.89035,0.31964,0.33333,0.32909,0.32409,0.24681,0.26866,0.80444,0.00307,0.00307,0.00307
72,366.361,0.36284,0.33125,0.87278,0.32045,0.33333,0.32868,0.32437,0.23917,0.23105,0.80184,0.002971,0.002971,0.002971
73,371.901,0.38087,0.31902,0.86385,0.31944,0.33333,0.32883,0.32235,0.25036,0.23688,0.80337,0.002872,0.002872,0.002872
74,377.207,0.38297,0.35318,0.88373,0.32003,0.33333,0.32927,0.32225,0.26021,0.25052,0.80435,0.002773,0.002773,0.002773
75,382.647,0.38716,0.33932,0.8776,0.3208,0.33333,0.3303,0.32526,0.24597,0.23825,0.80396,0.002674,0.002674,0.002674
76,388.09,0.37349,0.33207,0.8621,0.3204,0.33333,0.33003,0.32333,0.24976,0.29379,0.80484,0.002575,0.002575,0.002575
77,393.383,0.40522,0.32896,0.88999,0.32045,0.33333,0.32841,0.32398,0.24101,0.24019,0.80143,0.002476,0.002476,0.002476
78,398.941,0.36199,0.31921,0.8714,0.32018,0.33333,0.32873,0.32433,0.24467,0.23381,0.80165,0.002377,0.002377,0.002377
79,404.221,0.36753,0.34637,0.8683,0.31926,0.33333,0.33002,0.324,0.24157,0.23645,0.80191,0.002278,0.002278,0.002278
80,409.585,0.3752,0.31425,0.87792,0.31916,0.33333,0.32966,0.32536,0.24782,0.23808,0.80117,0.002179,0.002179,0.002179
81,415.009,0.37162,0.31746,0.8773,0.31924,0.33333,0.33001,0.32579,0.23145,0.22171,0.80093,0.00208,0.00208,0.00208
82,420.565,0.34804,0.30947,0.86643,0.31944,0.33333,0.33014,0.32562,0.2331,0.22617,0.80005,0.001981,0.001981,0.001981
83,426.567,0.38223,0.31135,0.88525,0.31944,0.33333,0.33069,0.32729,0.23648,0.22798,0.80032,0.001882,0.001882,0.001882
84,432.438,0.38024,0.32328,0.88047,0.31944,0.33333,0.32921,0.32423,0.2383,0.22612,0.80127,0.001783,0.001783,0.001783
85,437.631,0.33893,0.28691,0.86522,0.31924,0.33333,0.32844,0.32309,0.23254,0.21994,0.80166,0.001684,0.001684,0.001684
86,443.006,0.36377,0.31209,0.88317,0.31915,0.33333,0.32943,0.32341,0.23737,0.23141,0.80098,0.001585,0.001585,0.001585
87,448.596,0.35153,0.30434,0.87414,0.31918,0.33333,0.3299,0.32495,0.23705,0.22424,0.80134,0.001486,0.001486,0.001486
88,453.765,0.33468,0.27541,0.87738,0.31924,0.33333,0.32955,0.32452,0.2268,0.22576,0.79963,0.001387,0.001387,0.001387
89,459.157,0.36665,0.31389,0.87308,0.31944,0.33333,0.33027,0.32578,0.22869,0.22888,0.79973,0.001288,0.001288,0.001288
90,464.715,0.35493,0.31275,0.87853,0.31944,0.33333,0.33064,0.327,0.22356,0.22748,0.8002,0.001189,0.001189,0.001189
91,492.009,0.2288,0.25785,0.79774,0.31944,0.33333,0.32992,0.32509,0.22366,0.22644,0.80032,0.00109,0.00109,0.00109
92,496.581,0.23113,0.23502,0.80457,0.31944,0.33333,0.33087,0.32479,0.23449,0.22633,0.801,0.000991,0.000991,0.000991
93,501.185,0.22812,0.22591,0.78666,0.31944,0.33333,0.33079,0.32535,0.22255,0.21655,0.80006,0.000892,0.000892,0.000892
94,506.459,0.23309,0.24852,0.80129,0.31944,0.33333,0.33013,0.32469,0.23152,0.22727,0.80132,0.000793,0.000793,0.000793
95,511.704,0.23102,0.22475,0.79355,0.32095,0.33333,0.32955,0.32318,0.2334,0.22432,0.80127,0.000694,0.000694,0.000694
96,516.435,0.22205,0.22182,0.78839,0.31944,0.33333,0.32926,0.32473,0.22606,0.20835,0.80082,0.000595,0.000595,0.000595
97,521.124,0.22729,0.22901,0.79397,0.31944,0.33333,0.32852,0.32312,0.22256,0.20851,0.79983,0.000496,0.000496,0.000496
98,525.859,0.21906,0.2142,0.78811,0.31944,0.33333,0.33052,0.32496,0.22071,0.20609,0.79893,0.000397,0.000397,0.000397
99,530.528,0.22445,0.22128,0.78115,0.31944,0.33333,0.33066,0.32638,0.21671,0.20257,0.79928,0.000298,0.000298,0.000298
100,535.337,0.21665,0.21716,0.78667,0.32264,0.33333,0.33032,0.3259,0.21652,0.20173,0.79974,0.000199,0.000199,0.000199
